FID,location_id,file_id,sattag_program,device_id,tag_type,common_name,release_site,state_country,age_class,sex,timestamp,lon,lat,MESSAGE_COUNT,NSATS_DETECTED,NSATS_TRANSMITTED,GPS_MODE,PSEUDORANGES,MAX_CSN,RESIDUAL,TIMESHIFT,SUBMITTED,NSATS_HEALTHY,NBITS,DELETED,V_MASK,KM_FROM_HOME,EST_SPEED,geom,colour
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_315e,3048,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-07T05:50:25Z,138.0881,-16.0733,1,6,6,3,31 3e5a 24 1511 11 1d71 32 3495 14 204b 20 63a,39,0.3,-26.7,2010-09-05T21:20:17Z,6,15,,0,287.073,0.04,POINT (138.088088989258 -16.0733203887939),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_315f,3049,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-07T11:31:20Z,138.0842,-16.0737,1,8,8,3,13 841 23 7827 7 6487 3 151d 19 966 8 1878 20 7ebf 28 7596,42,3.6,-26.2,2010-09-05T21:20:17Z,8,15,,0,286.859,0.01,POINT (138.084243774414 -16.0736808776855),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3160,3050,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-08T07:16:20Z,138.084,-16.0721,1,9,8,3,11 55bb 32 71e7 23 2812 20 7e29 31 5059 1 1b3e 13 44e8 16 5e70,42,10.5,-26.7,2010-09-06T17:43:14Z,8,15,,0,286.702,0.01,POINT (138.083999633789 -16.0720996856689),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3161,3051,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-08T08:46:52Z,138.0842,-16.0715,2,5,5,3,32 3124 20 13f2 1 78bd 16 4326 11 683a,40,8.3,-26.3,2010-09-06T17:43:14Z,5,15,,0,286.664,0.02,POINT (138.084213256836 -16.0715103149414),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3162,3052,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-09T01:03:29Z,138.0831,-16.0844,1,8,8,3,22 263e 21 2877 18 44ff 6 2d58 24 2f66 29 543d 16 66a3 15 106,41,13.3,-26.8,2010-09-07T14:01:15Z,8,15,,0,287.742,0.03,POINT (138.083084106445 -16.084379196167),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3163,3053,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-09T11:17:08Z,138.0892,-16.0769,1,10,8,3,8 4da 28 6fc 7 72ea 23 7b3b 20 5255 13 65d0 32 38eb 19 652e,42,6.4,-26.3,2010-09-08T11:05:18Z,8,15,,0,287.461,0.02,POINT (138.089202880859 -16.0768795013428),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3164,3054,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-10T08:10:10Z,138.0876,-16.0669,1,7,7,3,7 25bc 23 2299 11 195b 20 13ca 31 5c89 13 ef8 32 6660,40,7.7,-26.4,2010-09-09T08:14:27Z,7,15,,0,286.467,0.01,POINT (138.087554931641 -16.0669097900391),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3165,3055,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-10T18:14:58Z,138.0866,-16.0688,1,6,6,3,12 606e 9 3013 2 6b49 27 6dda 4 43d0 10 9e6,40.5,4.1,-26.4,2010-09-09T08:14:27Z,6,15,,0,286.573,0.04,POINT (138.08659362793 -16.068790435791),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3166,3056,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-11T01:27:56Z,138.0668,-16.073,1,9,8,3,22 640d 1 16e9 18 1de4 24 64d3 16 3247 21 27bf 29 1b0d 6 32bc,40.5,3.6,-27,2010-09-10T04:58:19Z,8,15,,0,285.689,0.07,POINT (138.066833496094 -16.0729694366455),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3167,3057,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-11T02:20:53Z,138.0652,-16.073,1,8,8,3,22 3acc 6 702a 24 23b 3 4735 18 25a4 14 71d2 19 7d8c 1 1364,41.5,9.5,-26.5,2010-09-10T04:58:19Z,8,15,,0,285.585,0.04,POINT (138.065170288086 -16.0729904174805),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3168,3058,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-11T18:31:31Z,138.0575,-16.0742,1,6,6,3,2 9dc 4 435 9 47ea 27 4e10 12 846 5 633a,42,9.2,-27,2010-09-10T04:58:19Z,6,15,,0,285.21,0.01,POINT (138.057495117188 -16.0742206573486),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3169,3059,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-11T21:23:07Z,138.0574,-16.0738,1,7,7,3,30 3575 25 3d4f 5 7452 12 41c 29 21bf 10 5571 9 6cb6,42.5,5.2,-27.1,2010-09-10T04:58:19Z,7,15,,0,285.163,0.02,POINT (138.057357788086 -16.0737895965576),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_316a,3060,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-12T11:49:41Z,138.0769,-16.0801,1,6,6,3,8 7f70 28 95e 7 1c07 10 4742 3 2122 13 5b98,39.5,2.6,-26.5,2010-09-11T01:30:16Z,6,15,,0,286.969,0.03,POINT (138.076904296875 -16.0801296234131),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_316b,3061,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-12T21:17:54Z,138.0755,-16.0823,1,7,7,3,25 3f43 30 3557 5 428 12 1145 29 26c6 21 444 18 6311,43,2.9,-27.1,2010-09-11T01:30:16Z,7,15,,0,287.073,0.02,POINT (138.075500488281 -16.0822792053223),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_316c,3062,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-13T03:24:53Z,138.0828,-16.0829,1,9,8,3,24 12f2 22 553f 6 298e 19 1f38 14 29d8 31 3aa6 1 2c80 16 1e98,40,4.8,-27.1,2010-09-11T01:30:16Z,8,15,,0,287.59,0.03,POINT (138.082824707031 -16.0828609466553),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_316d,3063,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-13T14:36:58Z,138.0894,-16.076,1,7,7,3,17 d9e 8 4ac6 7 6207 28 6018 26 b45 5 3006 11 7308,41.5,3.3,-27.2,2010-09-11T22:39:16Z,7,15,,0,287.399,0.02,POINT (138.089447021484 -16.076000213623),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_316e,3064,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-14T00:24:07Z,138.089,-16.0716,1,7,7,3,29 119b 15 5bd5 21 3827 18 78ab 22 7f6d 30 252e 25 6f75,42,4.4,-27.2,2010-09-11T22:39:16Z,7,15,,0,286.976,0.01,POINT (138.089004516602 -16.0715808868408),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_316f,3065,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-14T04:58:33Z,138.0892,-16.0723,1,8,8,3,24 5c9a 31 79f2 3 1b5f 22 1894 6 7c1a 19 72b1 14 36b0 23 700d,41.5,8.5,-27.2,2010-09-11T22:39:16Z,8,15,,0,287.054,0,POINT (138.089157104492 -16.0723400115967),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3170,3066,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-15T04:59:29Z,138.0881,-16.0717,1,7,7,3,24 1bc 31 43ca 22 1fec 19 542 3 11ed 6 5ef8 23 5d92,41,4.1,-27.3,2010-09-12T20:02:16Z,7,15,,0,286.931,0.01,POINT (138.088073730469 -16.0717391967773),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3171,3067,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-15T06:40:07Z,138.0867,-16.0717,1,8,8,3,11 c2a 23 6af2 19 7f8c 13 6458 32 1796 20 15fd 31 a6b 16 7a72,41.5,6.9,-27.4,2010-09-12T20:02:16Z,8,15,,0,286.84,0.03,POINT (138.086715698242 -16.0716991424561),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3172,3068,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-15T08:35:09Z,138.0868,-16.0738,1,6,6,3,23 6dba 1 27d2 32 23ac 16 528c 20 250 11 5c48,41,7.8,-26.8,2010-09-12T20:02:16Z,6,15,,0,287.032,0.02,POINT (138.086837768555 -16.0737590789795),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3173,3069,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-15T11:10:47Z,138.0873,-16.0741,1,6,6,3,23 4ed4 19 36f2 3 6231 13 2ede 20 1cb8 28 3029,40,3.9,-26.9,2010-09-12T20:02:16Z,6,15,,0,287.089,0,POINT (138.087295532227 -16.0740699768066),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3174,3070,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-15T21:44:04Z,138.0871,-16.0741,1,7,7,3,25 3b66 12 1c56 30 18ea 21 2cec 31 105b 18 68d0 5 6fc2,43.5,16.1,-27.4,2010-09-13T17:10:22Z,7,15,,0,287.078,0,POINT (138.087127685547 -16.0740699768066),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3175,3071,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-16T05:59:32Z,138.0873,-16.0742,1,6,6,3,24 26c7 31 6381 19 4d18 11 256c 13 4e94 32 3c20,42,4.8,-27.5,2010-09-13T17:10:22Z,6,15,,0,287.095,0,POINT (138.087265014648 -16.0741596221924),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3176,3072,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-16T11:51:37Z,138.0882,-16.0728,1,8,8,3,7 4977 8 683e 23 403b 5 1407 13 6715 10 6458 17 58c5 20 782c,41.5,11.9,-27.5,2010-09-13T17:10:22Z,8,15,,0,287.037,0.01,POINT (138.088226318359 -16.0728206634521),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3177,3073,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-16T14:28:35Z,138.0875,-16.0725,1,7,7,3,28 4e0a 26 553a 8 5ca2 15 19ef 4 6047 13 20ec 11 7c46,41,7,-27,2010-09-13T17:10:22Z,7,15,,0,286.959,0.01,POINT (138.087463378906 -16.0724906921387),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3178,3074,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-16T17:13:44Z,138.0864,-16.073,1,9,8,3,15 f9 26 66a3 2 6422 9 9f2 27 41c6 8 ed2 10 6f86 17 1605,41,6.7,-27.5,2010-09-14T13:47:19Z,8,15,,0,286.937,0.01,POINT (138.086395263672 -16.0730094909668),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3179,3075,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-17T14:45:10Z,138.0887,-16.0785,1,7,7,3,26 4af7 10 4a89 17 3d0c 4 1071 5 1bb9 7 59f1 28 7936,40,9.1,-27.1,2010-09-14T13:47:19Z,7,15,,0,287.575,0.01,POINT (138.08869934082 -16.0785102844238),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_317a,3076,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-19T03:59:56Z,138.0703,-16.0801,1,10,8,3,24 32d6 14 418b 19 1af2 31 29b4 32 7c7b 21 3a69 3 64b9 6 7be5,39,3.7,-27.2,2010-09-16T08:02:16Z,8,15,,0,286.549,0.11,POINT (138.070266723633 -16.0801391601563),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_317b,3077,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-19T04:01:20Z,138.0703,-16.08,1,5,5,3,24 575c 14 4ff6 32 2356 3 7a63 31 572a,40,7.5,-27.7,2010-09-16T08:02:16Z,5,15,,0,286.537,0.11,POINT (138.0703125 -16.0799808502197),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_317c,3078,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-22T14:02:00Z,138.0937,-16.0553,1,8,8,3,5 6370 26 6835 8 b1e 28 101c 10 5e36 17 56a2 15 1830 4 7d4a,39.5,9.7,-28,2010-09-18T21:23:15Z,8,15,,0,285.824,0.01,POINT (138.093704223633 -16.0552501678467),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_317d,3079,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-23T11:36:33Z,138.0921,-16.0514,1,7,7,3,28 7e9b 13 1c72 23 c9c 10 7da8 7 51f9 19 224 11 5916,39,2.9,-28.1,2010-09-19T17:50:16Z,7,15,,0,285.378,0.01,POINT (138.09211730957 -16.0513801574707),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_317e,3080,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-23T20:56:53Z,138.0956,-16.0542,1,9,8,3,25 17fc 21 4bd7 12 7ee 30 4e78 15 6ee6 31 4e78 9 26de 18 6438,40,9.7,-27.6,2010-09-19T17:50:16Z,8,15,,0,285.851,0.01,POINT (138.095596313477 -16.0541801452637),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_317f,3081,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-24T10:33:48Z,138.0969,-16.0535,1,6,6,3,23 26ef 28 4e1 7 3f4 20 667c 13 695 8 75d0,38,8.8,-28.2,2010-09-20T14:09:14Z,6,15,,0,285.879,0.01,POINT (138.096923828125 -16.053539276123),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3180,3082,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-24T21:20:38Z,138.0997,-16.0586,1,7,7,3,25 1b76 21 5985 30 1f92 12 7902 18 2ed1 15 566 29 7135,40,12.3,-28.2,2010-09-20T14:09:14Z,7,15,,0,286.511,0.02,POINT (138.099746704102 -16.0585994720459),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3181,3083,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-25T22:16:21Z,138.0848,-16.0523,1,8,8,3,25 1f3 30 2baa 18 6fcd 15 6883 21 129e 22 1490 26 2e99 29 1e8,41,7.6,-28.3,2010-09-21T11:38:15Z,8,15,,0,284.989,0.12,POINT (138.084777832031 -16.0523204803467),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3182,3084,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-26T02:35:42Z,138.0544,-16.0446,1,5,5,3,24 420e 6 2524 19 4354 22 42d7 31 6dd6,38,5.3,-28.3,2010-09-22T08:48:16Z,5,15,,0,282.356,0.12,POINT (138.054397583008 -16.0445899963379),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3183,3085,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-28T21:23:29Z,138.0853,-16.0686,1,8,8,3,12 13ea 25 6b14 30 259c 5 7687 18 701f 29 6115 21 22b5 1 3fac,40.5,6,-28.6,2010-09-24T02:43:16Z,8,15,,0,286.474,0.06,POINT (138.085327148438 -16.0685806274414),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3184,3086,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-28T22:38:34Z,138.0892,-16.0688,1,8,8,3,25 7a42 30 6830 15 d9a 22 5a4f 29 1491 21 346 18 2bd0 16 6c48,42,12.1,-28.6,2010-09-24T02:43:16Z,8,15,,0,286.738,0.05,POINT (138.089233398438 -16.0687503814697),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3185,3087,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-30T02:31:30Z,138.0908,-16.0607,1,9,8,3,31 640a 3 2312 6 4d46 22 49c9 14 6d52 21 6f92 19 2b70 18 2d36,40,6.1,-28.2,2010-09-24T23:01:16Z,8,15,,0,286.118,0.03,POINT (138.090774536133 -16.0606803894043),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3186,3088,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-30T03:51:35Z,138.0886,-16.0606,1,8,8,3,19 52dc 3 d49 20 1092 23 3ee9 24 6e02 22 b92 11 db4 6 6cd2,41,3.5,-28.2,2010-09-24T23:01:16Z,8,15,,0,285.965,0.03,POINT (138.088577270508 -16.0605506896973),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3187,3089,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-30T10:58:31Z,138.0897,-16.0611,1,7,7,3,13 6a14 23 1cd3 19 6043 7 3a94 3 5c81 28 73c3 8 645b,41,5.1,-28.7,2010-09-25T20:11:16Z,7,15,,0,286.086,0.06,POINT (138.08967590332 -16.0611095428467),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3188,3090,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-30T11:01:20Z,138.0895,-16.0612,1,8,8,3,8 793a 13 df 7 47af 23 1e20 19 73bc 28 24cd 17 59f4 5 6f09,42,3.7,-28.7,2010-09-25T20:11:16Z,8,15,,0,286.084,0.06,POINT (138.08952331543 -16.0611991882324),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3189,3091,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-31T00:14:34Z,138.0943,-16.0574,1,7,7,3,18 398e 22 48fe 21 7036 15 5532 6 231b 14 5bd0 29 2a98,40.5,5.2,-28.3,2010-09-25T20:11:16Z,7,15,,0,286.052,0.01,POINT (138.094345092773 -16.0573501586914),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_318a,3092,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-31T10:49:52Z,138.0949,-16.0576,2,8,8,3,23 4a89 7 577e 13 7587 28 538e 8 7404 5 7f70 10 aab 19 7141,40,8.9,-28.7,2010-09-26T16:46:16Z,8,15,,0,286.106,0,POINT (138.094863891602 -16.057580947876),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_318b,3093,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-31T12:47:51Z,138.0948,-16.0576,1,9,8,3,17 6032 5 ad3 28 6119 7 47c9 8 1410 10 556d 26 4834 11 79e5,40,4.8,-28.3,2010-09-26T16:46:16Z,8,15,,0,286.103,0,POINT (138.094787597656 -16.0576095581055),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_318c,3094,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-08-31T14:49:32Z,138.0948,-16.0581,1,7,7,3,15 1196 26 4168 2 1ab 17 360c 5 1c40 27 1092 10 e1a,40.5,21.3,-28.3,2010-09-26T16:46:16Z,7,15,,0,286.148,0.01,POINT (138.094787597656 -16.0581092834473),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_318d,3095,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-09-01T11:13:28Z,138.0963,-16.0667,1,9,8,3,13 ae6 10 45fb 23 ff5 11 553 28 6074 17 3c68 5 4fb 7 2da7,40.5,7.1,-28.9,2010-09-27T09:57:15Z,8,15,,0,287.009,0.02,POINT (138.096313476563 -16.0666904449463),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_318e,3096,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-09-02T08:16:20Z,138.097,-16.0536,1,7,7,3,8 5044 7 194c 23 615a 4 7b5b 20 32ac 13 5180 11 74b7,42.5,3.8,-29,2010-09-28T00:34:21Z,7,15,,0,285.894,0.02,POINT (138.097045898438 -16.0536193847656),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_318f,3097,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-09-02T20:08:36Z,138.0978,-16.0579,1,7,7,3,25 1477 30 3b87 5 4cac 12 4f60 31 3a74 29 7558 10 728c,40.5,2.4,-28.5,2010-09-28T16:11:14Z,7,15,,0,286.326,0.02,POINT (138.09782409668 -16.0579109191895),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3190,3098,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-09-02T21:31:20Z,138.0986,-16.0565,1,10,8,3,25 6ab5 30 6efa 18 41ce 29 3197 15 fd0 12 2d50 21 7fdf 5 2741,44.5,1.2,-29,2010-09-28T16:11:14Z,8,15,,0,286.254,0.02,POINT (138.098617553711 -16.0565299987793),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3191,3099,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-09-04T12:24:43Z,138.0955,-16.0625,1,6,6,3,28 64ad 7 314d 17 6b8f 8 651b 26 2bfe 13 2344,39.5,20.4,-29.1,2010-09-30T13:58:17Z,6,15,,0,286.584,0.01,POINT (138.095489501953 -16.0625095367432),#F6A8A6
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_3192,3100,1,tu51,tu51-209-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2010-09-04T16:03:28Z,138.0961,-16.064,1,5,5,3,15 7a29 27 3c62 2 6772 9 1494 4 182f,39.5,8.4,-29.2,2010-09-30T13:58:17Z,5,15,,0,286.759,0.01,POINT (138.096115112305 -16.0640201568604),#F6A8A6
