FID,location_id,file_id,sattag_program,device_id,tag_type,common_name,release_site,state_country,age_class,sex,timestamp,lon,lat,MESSAGE_COUNT,NSATS_DETECTED,NSATS_TRANSMITTED,GPS_MODE,PSEUDORANGES,MAX_CSN,RESIDUAL,TIMESHIFT,SUBMITTED,NSATS_HEALTHY,NBITS,DELETED,V_MASK,KM_FROM_HOME,EST_SPEED,geom,colour
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2577,1,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-05T21:19:52Z,136.9358,-13.6332,1,9,8,3,9 7744 24 239b 10 34d9 29 4c69 27 5bf8 12 1949 1 5fee 2 4201,40.5,11.2,-2.2,2010-07-08T02:55:20Z,8,15,,0,62.344,0.5,POINT (136.935821533203 -13.6331796646118),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2578,2,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-05T21:40:08Z,136.9321,-13.629,1,10,8,3,1 28d8 24 6a6 30 6810 9 f31 27 5835 10 4f20 29 4fb2 2 478b,39,8.3,-2.1,2010-07-08T14:56:18Z,8,15,,0,62.348,0.51,POINT (136.932144165039 -13.6290397644043),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2579,3,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-05T22:00:50Z,136.9279,-13.6249,2,9,8,3,24 2aec 21 1ad5 29 4d79 9 6b61 12 2050 10 3a07 1 6f43 30 263c,39,6.9,-2.2,2010-07-08T14:56:18Z,8,15,,0,62.315,0.49,POINT (136.927947998047 -13.6249198913574),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_257a,4,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-05T22:20:19Z,136.9246,-13.6214,3,8,8,3,24 5b9d 21 1e7a 29 1789 12 670b 1 62ff 9 84 10 3c95 30 108e,39,8,-2.7,2010-07-08T14:56:18Z,8,15,,0,62.313,0.39,POINT (136.924575805664 -13.6213598251343),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_257b,5,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-05T23:00:14Z,136.9214,-13.6154,3,8,8,3,12 3b71 21 114e 29 3e86 31 1eab 1 65b9 10 dee 30 7c3e 24 14a4,40.5,10.9,-2.2,2010-07-08T14:56:18Z,8,15,,0,62.512,0.27,POINT (136.921371459961 -13.6154003143311),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_257c,6,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-05T23:21:13Z,136.9207,-13.613,3,7,7,3,21 6192 1 413a 30 4b09 10 3ce9 29 b1a 24 e38 15 3a52,37.5,8.7,-2.7,2010-07-08T14:56:18Z,7,15,,0,62.642,0.23,POINT (136.920715332031 -13.6130199432373),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_257d,7,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-05T23:40:52Z,136.9211,-13.6105,2,8,8,3,1 3926 12 3381 30 37b4 15 759b 29 3fa2 10 2dc6 18 389e 31 46b,38.5,6.7,-2.1,2010-07-08T14:56:18Z,8,15,,0,62.863,0.16,POINT (136.921112060547 -13.6105499267578),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_257e,8,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T01:11:32Z,136.9236,-13.6068,3,7,7,3,29 17d8 15 4ce8 16 629f 18 7794 21 5b68 31 5464 24 60a2,39.5,11.3,-2.2,2010-07-08T14:56:18Z,7,15,,0,63.344,0.21,POINT (136.923599243164 -13.6068201065063),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_257f,9,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T01:24:32Z,136.9253,-13.6052,3,9,8,3,29 57a2 24 37b8 31 4528 16 480a 18 4a74 22 61a8 1 6cfb 15 5ee4,40,6.2,-2.2,2010-07-08T14:56:18Z,8,15,,0,63.598,0.32,POINT (136.925277709961 -13.6052303314209),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2580,10,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T01:59:56Z,136.9279,-13.5997,1,11,8,3,26 7ec9 29 5b00 22 61fb 16 7bb3 1 138f 24 1bc6 21 310 15 5465,41,10.8,-2.7,2010-07-08T14:56:18Z,8,15,,0,64.224,0.2,POINT (136.927856445313 -13.5997200012207),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2581,11,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T03:12:05Z,136.9301,-13.5973,1,9,8,3,22 243e 26 384a 6 392c 16 72bd 18 3112 21 7d8e 29 55de 3 3795,37.5,5.7,-2.7,2010-07-08T14:56:18Z,8,15,,0,64.584,0.21,POINT (136.930053710937 -13.5972700119019),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2582,12,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T03:26:10Z,136.9313,-13.5951,1,8,8,3,26 413c 16 54f8 21 6fd2 3 42d7 14 43f8 22 98e 6 2033 18 29be,40.5,8.9,-2.2,2010-07-08T14:56:18Z,8,15,,0,64.853,0.31,POINT (136.93132019043 -13.5950698852539),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2583,13,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T03:46:08Z,136.9326,-13.5922,1,7,7,3,26 7469 18 420a 3 22d 22 243c 6 1c12 16 653b 21 3248,37.5,6.6,-2.2,2010-07-08T14:56:18Z,7,15,,0,65.169,0.19,POINT (136.932556152344 -13.5922298431396),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2584,14,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T05:18:04Z,136.9305,-13.5878,2,10,8,3,32 5aa2 19 6a70 3 1cbd 6 51e4 21 2a58 14 1625 31 410 26 29da,37.5,11.9,-2.2,2010-07-08T14:56:18Z,8,15,,0,65.357,0.17,POINT (136.93049621582 -13.5877799987793),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2585,15,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T05:21:16Z,136.9307,-13.5874,2,9,8,3,6 15dc 3 72dc 19 5bed 32 4630 22 3b1 14 4e98 26 5198 16 3096,40,2.6,-2.2,2010-07-08T14:56:18Z,8,15,,0,65.403,0.26,POINT (136.930725097656 -13.587420463562),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2586,16,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T05:40:12Z,136.9303,-13.5848,1,7,7,3,6 2181 3 669f 19 6e95 22 1c36 14 1965 32 5452 16 6ccb,39.5,4.3,-2.2,2010-07-08T14:56:18Z,7,15,,0,65.578,0.21,POINT (136.930297851563 -13.5847597122192),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2587,17,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T06:44:08Z,136.9288,-13.5799,1,9,8,3,31 7a92 23 29e9 32 207b 19 c1a 3 6ef8 14 6c9a 11 5942 22 494,38.5,8.8,-2.7,2010-07-08T14:56:18Z,8,15,,0,65.848,0.09,POINT (136.928771972656 -13.5798597335815),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2588,18,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T08:22:14Z,136.9279,-13.5784,1,7,7,3,32 6684 31 594 20 4c08 11 7c85 16 2182 23 1dad 13 b36,38.5,7.5,-2.7,2010-07-08T14:56:18Z,7,15,,0,65.9,0.03,POINT (136.927886962891 -13.5783596038818),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2589,19,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T10:10:42Z,136.9278,-13.5771,1,6,6,3,16 49a6 32 7688 25 32d4 23 267e 3 3798 7 3ba3,35,7.8,-2.8,2010-07-08T14:56:18Z,6,15,,0,65.995,0.02,POINT (136.927795410156 -13.5770702362061),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_258a,20,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T18:19:57Z,136.9309,-13.5773,1,8,8,3,2 2dc9 15 7dbe 9 2047 27 1d38 4 70b8 12 66c1 8 6253 28 2c9a,42,14,-2.2,2010-07-08T14:56:18Z,8,15,,0,66.217,0.01,POINT (136.930923461914 -13.577260017395),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_258b,21,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T20:25:37Z,136.9307,-13.5763,2,9,8,3,27 51d8 9 6430 2 1117 12 3f1e 10 55c5 30 393c 29 5849 26 2bcf,40.5,10,-2.7,2010-07-08T14:56:18Z,8,15,,0,66.278,0.14,POINT (136.930740356445 -13.576319694519),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_258c,22,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T22:06:58Z,136.9159,-13.5721,1,9,8,3,29 217 9 43d 21 3805 24 5b1f 27 2f8d 1 7f21 10 507e 12 5a79,39,9.3,-2.7,2010-07-08T14:56:18Z,8,15,,0,65.496,0.5,POINT (136.915863037109 -13.5721397399902),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_258d,23,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T23:21:38Z,136.8947,-13.5516,1,9,8,3,21 7c65 12 672 1 5c78 31 1afa 24 7c55 30 63e2 29 2c1a 10 1704,40.5,8.1,-2.2,2010-07-08T14:56:18Z,8,15,,0,65.667,0.68,POINT (136.894683837891 -13.5516004562378),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_258e,24,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-06T23:40:27Z,136.8895,-13.5475,1,9,8,3,21 433c 1 1af4 12 6c20 30 17b8 18 59e6 31 6a3e 24 1bf9 29 3275,40.5,6.6,-2.2,2010-07-08T14:56:18Z,8,15,,0,65.655,0.58,POINT (136.889465332031 -13.547459602356),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_258f,25,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-07T00:05:17Z,136.884,-13.5432,1,10,8,3,1 61e4 30 52fc 12 300c 24 5ebd 29 3cd2 18 5861 21 3dfc 15 6f64,42.5,8.5,-2.2,2010-07-08T14:56:18Z,8,15,,0,65.646,0.5,POINT (136.88395690918 -13.5431604385376),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2590,26,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-07T00:24:45Z,136.8798,-13.5399,1,10,8,3,1 7bae 30 6652 12 1f94 18 64e6 29 351d 21 2943 24 57aa 15 52b5,41,7.1,-2.2,2010-07-08T14:56:18Z,8,15,,0,65.644,0.47,POINT (136.879806518555 -13.5399198532104),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2591,27,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-07T00:40:10Z,136.8768,-13.5377,2,9,8,3,1 6926 30 50aa 18 7a88 12 1f34 22 2e36 21 729a 26 3dca 24 57dd,41,8.1,-2.7,2010-07-08T14:56:18Z,8,15,,0,65.64,0.23,POINT (136.876846313477 -13.537670135498),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2592,28,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-07T02:26:38Z,136.8765,-13.5371,3,6,6,3,29 64f0 26 2366 22 24a1 18 3614 24 3804 16 6335,40.5,9.1,-2.7,2010-07-08T14:56:18Z,6,15,,0,65.667,0.02,POINT (136.876541137695 -13.537130355835),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2593,29,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-07T04:20:17Z,136.8754,-13.5365,1,9,8,3,14 75e6 6 70d6 3 894 19 3311 22 4614 26 6e62 31 74d4 21 2eb7,38,11.5,-2.2,2010-07-08T14:56:18Z,8,15,,0,65.646,0.02,POINT (136.875396728516 -13.5364999771118),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2594,30,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-07T21:22:39Z,136.869,-13.5277,1,8,8,3,9 3b32 24 1b51 27 4a47 12 184 1 7fbb 29 7c0 2 2b0e 30 4358,38.5,11.6,-2.3,2010-07-08T14:56:18Z,8,15,,0,66,0.03,POINT (136.869003295898 -13.5276803970337),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2595,31,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T01:19:56Z,136.8658,-13.5253,1,8,8,3,1 4ae8 30 3328 22 1b82 18 5c08 21 51d9 26 10f2 16 563 29 635c,40,11.4,-2.8,2010-07-08T14:56:18Z,8,15,,0,66.004,0.02,POINT (136.865753173828 -13.5252599716187),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2596,32,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T03:10:15Z,136.866,-13.5247,1,8,8,3,26 7f84 16 1a61 29 3d7e 14 5fc 21 2435 18 1e59 6 50c1 3 6004,38.5,8.9,-2.2,2010-07-08T14:56:18Z,8,15,,0,66.071,0.02,POINT (136.86604309082 -13.5247297286987),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2597,33,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T04:57:46Z,136.8659,-13.5233,1,7,7,3,3 5390 6 4f2d 32 4b6b 19 39ab 14 3b2e 26 4370 21 5b6e,37.5,6.5,-2.3,2010-07-08T14:56:18Z,7,15,,0,66.19,0.05,POINT (136.865905761719 -13.5233001708984),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2598,34,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T10:49:07Z,136.8621,-13.5095,1,8,8,3,23 5d0 13 63ec 25 4c3c 7 247c 16 5995 8 308a 32 2144 4 1f44,38,12.3,-2.3,2010-07-08T14:56:18Z,8,15,,0,67.188,0.06,POINT (136.862060546875 -13.5094604492188),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_2599,35,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T12:10:53Z,136.8606,-13.5084,1,8,8,3,23 1f84 28 dde 8 38be 13 1744 7 10f4 32 7204 25 6de5 11 4d5a,40.5,9.3,-2.7,2010-07-08T14:56:18Z,8,15,,0,67.192,0.03,POINT (136.860610961914 -13.5084104537964),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_259a,36,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T14:05:10Z,136.8601,-13.5076,1,9,8,3,28 4dd1 17 48ab 8 3700 10 6e71 23 6448 7 7f9b 25 138b 4 5133,38,13,-2.3,2010-07-08T14:56:18Z,8,15,,0,67.232,0.01,POINT (136.860076904297 -13.5075998306274),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_259b,37,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T15:45:33Z,136.8596,-13.5073,1,8,8,3,17 37f8 13 b57 8 1a7b 28 3799 15 3852 11 67e8 10 2338 7 38a8,40.5,10.9,-2.3,2010-07-08T14:56:18Z,8,15,,0,67.227,0.01,POINT (136.859634399414 -13.5073499679565),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_259c,38,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T19:38:40Z,136.86,-13.5085,1,9,8,3,15 2cba 12 d90 27 659a 4 2cb4 2 8b0 24 7380 26 398 9 4122,39,9.5,-2.8,2010-07-08T14:56:18Z,8,15,,0,67.142,0.03,POINT (136.860015869141 -13.5085496902466),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_259d,39,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T19:39:56Z,136.86,-13.5086,1,9,8,3,27 22be 2 465a 9 bca 4 6042 10 40a8 12 5838 15 5eec 24 4830,39,9.8,-2.8,2010-07-08T14:56:18Z,8,15,,0,67.139,0.02,POINT (136.859985351563 -13.5085601806641),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_259e,40,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T21:39:36Z,136.8595,-13.5086,4,7,7,3,29 25f6 24 7d00 30 293d 12 663a 21 f0d 9 49fa 1 6cd8,36.5,10.5,-2.8,2010-07-08T14:56:18Z,7,15,,0,67.103,0.3,POINT (136.859466552734 -13.5086002349854),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_259f,41,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T21:39:56Z,136.8594,-13.5085,2,8,8,3,12 2d69 10 6444 2 7498 24 43f4 30 72a0 1 367f 9 bb1 29 6c3a,38.5,12,-2.8,2010-07-08T14:56:18Z,8,15,,0,67.108,0.29,POINT (136.859405517578 -13.5085096359253),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25a0,42,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-08T23:42:44Z,136.859,-13.5084,2,7,7,3,24 2ad7 1 6f3a 30 6694 29 49c2 12 4cec 15 2b1 18 63b6,40,4.3,-2.8,2010-07-08T14:56:18Z,7,15,,0,67.097,0.02,POINT (136.859039306641 -13.5083799362183),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25a1,43,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-09T01:39:56Z,136.8573,-13.5068,1,12,8,3,21 415a 22 519f 18 aa8 29 156a 16 606d 1 3386 30 21c2 26 5381,40,11,-2.8,2010-07-08T14:56:18Z,8,15,,0,67.131,0.02,POINT (136.857345581055 -13.5068397521973),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25a2,44,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-09T12:16:27Z,136.8574,-13.5022,2,10,8,3,13 3dec 25 23eb 28 234e 23 50 20 2280 32 34fa 8 3318 7 5091,38.5,5.9,-2.3,2010-07-08T14:56:18Z,8,15,,0,67.557,0.02,POINT (136.857360839844 -13.5021800994873),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25a3,45,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-09T16:39:59Z,136.8551,-13.5012,1,8,8,3,10 3590 15 30a5 8 6cb5 4 3911 28 6761 27 78ba 2 6cce 7 3c22,38.5,13.6,-2.4,2010-07-08T14:56:18Z,8,15,,0,67.506,0.01,POINT (136.855056762695 -13.5011796951294),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25a4,46,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-09T21:12:49Z,136.8545,-13.5007,1,10,8,3,1 22fc 9 421 30 681b 27 22e1 24 49ce 29 3de2 10 316c 15 5306,40.5,14.4,-2.3,2010-07-08T14:56:18Z,8,15,,0,67.519,0.01,POINT (136.854507446289 -13.5006704330444),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25a5,47,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-09T23:12:47Z,136.8542,-13.4998,3,9,8,3,12 5bf1 21 7a8e 30 6158 1 5ba6 31 1a4a 18 3050 10 6334 29 322a,40,7.5,-2.4,2010-07-08T14:56:18Z,8,15,,0,67.582,0.02,POINT (136.854217529297 -13.4997901916504),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25a6,48,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-10T01:23:21Z,136.8533,-13.4989,3,10,8,3,22 36f7 29 7e2c 15 4772 24 7f6c 21 43a8 30 2cf2 16 334a 1 430c,38.5,6.2,-2.8,2010-07-08T14:56:18Z,8,15,,0,67.612,0.01,POINT (136.853302001953 -13.4988603591919),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25a7,49,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-10T03:27:46Z,136.8527,-13.4987,4,9,8,3,26 28f4 3 5cca 6 7bb9 14 7c35 29 27a6 18 4979 22 2586 19 3e1a,37.5,13.6,-2.9,2010-07-08T14:56:18Z,8,15,,0,67.583,0.01,POINT (136.852676391602 -13.4987497329712),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25a8,50,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-10T05:33:56Z,136.8532,-13.4982,2,5,5,3,31 5df8 3 2f04 6 3752 19 696 32 7c04,38,4,-2.8,2010-07-08T14:56:18Z,5,15,,0,67.665,0.02,POINT (136.85319519043 -13.4982099533081),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25a9,51,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-10T07:31:57Z,136.8534,-13.4966,3,9,8,3,20 34da 11 7c74 23 15f3 16 678e 32 38da 22 7cf8 31 1812 19 3a25,38,8.2,-2.8,2010-07-08T14:56:18Z,8,15,,0,67.823,0.02,POINT (136.853393554688 -13.4966297149658),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25aa,52,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-10T18:51:42Z,136.8505,-13.4927,2,7,7,3,15 2234 27 782f 9 706f 12 38d7 2 e0e 26 31c1 4 e16,38.5,9.4,-2.4,2010-07-08T14:56:18Z,7,15,,0,68.013,0.01,POINT (136.850524902344 -13.4926795959473),#98F461
aodn_nt_sattag_hawksbill_gps_location_data.fid-1df0cabe_18b818b1dc0_25ab,53,1,tu51,tu51-207-09,SMRU GPS SRDL tag,Hawksbill turtle,"North East Island, Groote Eylandt",Northern Territory,adult,female,2009-08-10T21:03:21Z,136.8499,-13.4923,2,11,8,3,24 30f3 9 42ac 29 4119 21 3ddf 30 37ad 2 65d2 27 dec 12 1b31,39.5,9.1,-2.9,2010-07-08T14:56:18Z,8,15,,0,68.003,0.03,POINT (136.849853515625 -13.4923400878906),#98F461
